,Unnamed: 0,class,language,question,pos,ner
1113,1113,DATE,it,Quando si è dissolta l'ex Yugoslavia?,"['ADV', 'PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1114,1114,DATE,nl,Wanneer viel het voormalige Joegoslavië uiteen?,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADV', 'PUNCT']","['', '', '', '', 'ORG', '', '']"
1115,1115,DATE,en,When was the ex-Yugoslavia dissolved?,"['ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', '', 'GPE', '', '']"
1116,1116,MEASURE,es,¿Cuánto dura un embarazo humano?,"['PUNCT', 'VERB', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', 'LOC', '', '', '', '', '']"
1117,1117,MEASURE,it,Quanto dura una gravidanza umana?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '']"
1118,1118,MEASURE,nl,Hoe lang duurt een zwangerschap bij mensen?,"['ADV', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1119,1119,MEASURE,en,How long does a human pregnancy last?,"['ADV', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '']"
1120,1120,ORGANIZATION,es,¿Quién encabeza la rebelión de Chiapas?,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['PER', 'PER', '', '', '', '', 'LOC', '']"
1121,1121,ORGANIZATION,it,Chi è a capo della rivolta del Chiapas?,"['PRON', 'VERB', 'ADP', 'NOUN', 'ADJ', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '']"
1122,1122,ORGANIZATION,nl,Welke groep organiseert de opstand in Chiapas?,"['PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1123,1123,ORGANIZATION,en,Who is the head of the Chiapas revolt?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'GPE', '', '']"
1124,1124,DATE,es,¿En qué mes florecen los almendros?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
1125,1125,DATE,it,In quale mese fioriscono gli alberi di mandorlo?,"['ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1126,1126,DATE,nl,In welke maand bloeien de amandelbomen?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
1127,1127,DATE,en,During what month do almond trees blossom?,"['ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['', 'DATE', 'DATE', '', '', '', '', '']"
1128,1128,LOCATION,es,¿En qué lugar de Argentina hubo un brote de cólera?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', 'LOC', '', '', '', '', '', '']"
1129,1129,LOCATION,it,In quale zona dell'Argentina scoppiò un'epidemia di colera?,"['ADP', 'DET', 'NOUN', 'DET', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '', '']"
1130,1130,LOCATION,nl,Waar in Argentinië was er een uitbraak van cholera?,"['ADV', 'ADP', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', 'LOC', '', '', '', '', '', '', '']"
1131,1131,LOCATION,en,Where in Argentina was there a cholera outbreak?,"['ADV', 'ADP', 'PROPN', 'VERB', 'ADV', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', 'GPE', '', '', '', '', '', '']"
1132,1132,OBJECT,es,¿De qué fruta procede el vino?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1133,1133,OBJECT,it,Da quale frutto si ricava il vino?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1134,1134,OBJECT,nl,Van welk fruit wordt wijn gemaakt?,"['ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '']"
1135,1135,OBJECT,en,What fruit does wine come from?,"['DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', '', '', '']"
1136,1136,MEASURE,es,¿Cuántos kilómetros recorre la mariposa Monarca?,"['PUNCT', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', 'ORG', '', '', '', '', 'LOC', '']"
1137,1137,MEASURE,it,Quanti chilometri può percorrere la farfalla Monarca?,"['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1138,1138,MEASURE,nl,Hoeveel kilometer kan de Monarch koningsvlinder afleggen?,"['NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', 'LOC', '', '', '']"
1139,1139,MEASURE,en,How many kilometers can the monarch butterfly travel?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1140,1140,PERSON,es,¿Quién inventó la radio?,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PER', 'PER', '', '', '', '']"
1141,1141,PERSON,it,Chi ha inventato la radio?,"['PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
1142,1142,PERSON,nl,Wie is de uitvinder van de radio?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1143,1143,PERSON,en,Who invented the radio?,"['PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '']"
1144,1144,DATE,es,¿Cuándo se levantó el muro de Berlín?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', 'MISC', '']"
1145,1145,DATE,it,Quando è stato costruito il Muro di Berlino?,"['ADV', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
1146,1146,DATE,nl,Wanneer is de berlijnse Muur gebouwd?,"['CONJ', 'VERB', 'DET', 'ADJ', 'X', 'VERB', 'PUNCT']","['', '', '', 'LOC', 'LOC', '', '']"
1147,1147,DATE,en,When was the Berlin Wall built?,"['ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', '', 'GPE', '', '', '']"
1148,1148,MEASURE,es,¿Cuál es el récord de salto de altura femenino?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '']"
1149,1149,MEASURE,it,Qual è il record di salto in alto femminile?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1150,1150,MEASURE,nl,Wat is het wereldrecord hoogspringen voor dames?,"['PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1151,1151,MEASURE,en,What is the record for female high jump?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1152,1152,MEASURE,es,¿A qué distancia está la Peninsula Ibérica de África?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'AUX', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', 'LOC', 'LOC', 'LOC', '']"
1153,1153,MEASURE,it,A quale distanza si trova la Penisola Iberica rispetto all'Africa?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'PROPN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', 'LOC', '', '', 'LOC', '']"
1154,1154,MEASURE,nl,Hoe ver is het Iberisch schiereiland van Afrika?,"['ADV', 'ADJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '', 'LOC', '']"
1155,1155,MEASURE,en,How far is the Iberian Peninsula from Africa?,"['ADV', 'ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', 'LOC', 'LOC', 'LOC', '', 'LOC', '']"
1156,1156,PERSON,es,¿Quién compuso el Concierto de Aranjuez?,"['PUNCT', 'PRON', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['PER', 'PER', '', '', 'MISC', 'MISC', 'MISC', '']"
1157,1157,PERSON,it,"Chi è il compositore de ""Concerto d'Aranjuez""?","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '', '']"
1158,1158,PERSON,nl,"Wie is de componist van het ""Concierto d'Aranjuez""?","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', 'LOC', '', '']"
1159,1159,PERSON,en,"Who composed the ""Concierto de Aranjuez""?","['PRON', 'VERB', 'DET', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1160,1160,OBJECT,es,¿Qué edificios emblemáticos se están construyendo en el nuevo Berlín?,"['PUNCT', 'DET', 'NOUN', 'ADJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', 'MISC', '']"
1161,1161,OBJECT,it,Quali edifici emblematici si stanno costruendo ai nostri giorni a Berlino?,"['DET', 'NOUN', 'ADJ', 'PRON', 'AUX', 'VERB', 'DET', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'LOC', '']"
1162,1162,OBJECT,nl,Welke representative gebouwen worden er in het moderne Berlijn gebouwd?,"['PRON', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', 'LOC', '', '']"
1163,1163,OBJECT,en,What emblematic buildings are being built in present-day Berlin?,"['DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'DATE', 'DATE', 'DATE', 'GPE', '']"
1164,1164,OTHER,es,¿Cuál es la famosa ley que establece medidas discriminatorias positivas para el uso del francés?,"['PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1165,1165,OTHER,it,Qual è la famosa legge che stabilisce misure discriminatorie in favore dell'uso della lingua francese?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']","['LOC', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1166,1166,OTHER,nl,Hoe heet de beroemde wet ter bevordering van het gebruik van de Franse taal?,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'X', 'X', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', 'MISC', '', '']"
1167,1167,OTHER,en,What is the famous law that establishes positive discriminatory measures for the use of the French language?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'DET', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'NORP', '', '']"
1168,1168,LOCATION,es,¿Qué paises de la UE  han visto rebajada su cuota de merluza en las últimas negociaciones?,"['PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'SPACE', 'AUX', 'VERB', 'ADJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'ORG', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1169,1169,LOCATION,it,Quali paesi dell'Unione Europea hanno subito un ribasso nelle loro quote di nasello durante l'ultima trattativa?,"['DET', 'NOUN', 'DET', 'PROPN', 'PROPN', 'VERB', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'ORG', 'ORG', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1170,1170,LOCATION,nl,Welke EU landen kregen een reductie van hun kabeljauwquota in de recente onderhandelingen?,"['PRON', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', 'ORG', '', '', '', '', '', '', '', '', '', '', '', '']"
1171,1171,LOCATION,en,What EU countries suffered a reduction in their hake quota at the last negotiations?,"['PRON', 'PROPN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', 'ORG', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1172,1172,LOCATION,es,"¿En qué ciudad se encuetra el barrio ""Yordan""?","['PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', '', '', 'MISC', '', '']"
1173,1173,LOCATION,it,"In quale città si trova il quartiere residenziale ""Yordan""?","['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'LOC', '', '']"
1174,1174,LOCATION,nl,"In welke stad ligt de woonwijk ""Yordan""?","['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '', '']"
1175,1175,LOCATION,en,"In what city is the residential district ""Yordan"" located?","['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', 'WORK_OF_ART', '', '', '']"
1176,1176,MEASURE,es,¿Cuál es el consumo medio de alcohol por habitante en España?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', 'LOC', '']"
1177,1177,MEASURE,it,Qual è il consumo medio di alcool per persona in Spagna?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'LOC', '']"
1178,1178,MEASURE,nl,Hoeveel alcohol gebruikt men gemiddeld per persoon in Spanje?,"['NUM', 'NOUN', 'VERB', 'PRON', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', 'LOC', '']"
1179,1179,MEASURE,en,What is the average amount of alcohol consumed per person in Spain?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'GPE', '']"
1180,1180,MEASURE,es,¿Qué facturación tiene IBM?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', 'ORG', '']"
1181,1181,MEASURE,it,A quanto ammonta il giro d'affari dell'IBM?,"['ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'ORG', '']"
1182,1182,MEASURE,nl,Wat is IBM's jaaromzet?,"['PRON', 'VERB', 'NOUN', 'DET', 'NOUN', 'PUNCT']","['', '', 'ORG', '', '', '']"
1183,1183,MEASURE,en,What is IBM's turnover?,"['PRON', 'VERB', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['', '', 'ORG', '', '', '']"
1184,1184,DATE,es,¿En qué año recibió el premio nobel Octavio Paz?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1185,1185,DATE,it,In quale anno Octavio Paz ha ricevuto il Premio Nobel?,"['ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'AUX', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', '', '', '', 'MISC', 'MISC', 'MISC']"
1186,1186,DATE,nl,In welk jaar won Octavio Paz de Nobelprijs?,"['ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', 'PER', 'PER', '', 'MISC', 'MISC']"
1187,1187,DATE,en,What year was Octavio Paz awarded the Nobel Prize?,"['DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'ORG', 'ORG', '', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', '']"
1188,1188,MEASURE,es,¿Qué gastos anuales supondrá el mantenimiento de la Estación Espacial Internacional?,"['PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC']"
1189,1189,MEASURE,it,Quale sarà il costo annuale per il mantenimento della Stazione Spaziale Internazionale?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'PROPN', 'ADJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '']"
1190,1190,MEASURE,nl,Hoeveel zal het onderhoud van het Internationale Ruitestation jaarlijks kosten?,"['NUM', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADJ', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', '', '', '']"
1191,1191,MEASURE,en,What will the annual maintenance cost of the International Space Station be?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', '', 'DATE', '', '', '', 'FAC', 'FAC', 'FAC', 'FAC', '', '']"
1192,1192,MEASURE,es,¿Qué pérdidas anuales supone la piratería en software?,"['PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '']"
1193,1193,MEASURE,it,A quanto ammonta la perdita annuale causata dalla pirateria informatica?,"['ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
1194,1194,MEASURE,nl,Hoeveel inkomsten worden gederfd door software-piraterij?,"['NUM', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1195,1195,MEASURE,en,What are the annual losses generated from software piracy?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', 'DATE', '', '', '', '', '', '']"
1196,1196,OTHER,es,¿A qué corresponden las siglas BSA?,"['PUNCT', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'ORG', '']"
1197,1197,OTHER,it,A cosa corrisponde la sigla BSA?,"['ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'MISC', '']"
1198,1198,OTHER,nl,Waar staat de afkorting BSA voor?,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADV', 'PUNCT']","['', '', '', '', 'ORG', '', '']"
1199,1199,OTHER,en,What does BSA stand for?,"['PRON', 'VERB', 'PROPN', 'VERB', 'ADP', 'PUNCT']","['', '', 'ORG', '', '', '']"
1200,1200,PERSON,nl,Wie is de leider van Sinn Fein?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '']"
1201,1201,PERSON,it,Chi è il capo del Sinn Fein?,"['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '']"
1202,1202,PERSON,es,¿Quién es el líder del Sinn Fein?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'ORG', 'ORG', '']"
1203,1203,PERSON,en,Who is the leader of Sinn Fein?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '']"
1204,1204,MEASURE,nl,Hoeveel kinderen heeft Anthony Quinn?,"['NUM', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', '']"
1205,1205,MEASURE,it,Quanti figli ha Anthony Quinn?,"['DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', '']"
1206,1206,MEASURE,es,¿Cuántos hijos tiene Anthony Quinn?,"['PUNCT', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', 'ORG', '', '', 'PER', 'PER', '']"
1207,1207,MEASURE,en,How many children does Anthony Quinn have?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', 'PERSON', 'PERSON', '', '']"
1208,1208,LOCATION,nl,Waar ligt het Timan Pechora bassin?,"['ADV', 'VERB', 'DET', 'NOUN', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', 'LOC', 'LOC', '', '']"
1209,1209,LOCATION,it,Dove si trova il bacino di Timan Pechora?,"['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', 'LOC', '']"
1210,1210,LOCATION,es,¿Dónde se encuentra la cuenca de Timan Pechora?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', '', '', 'PER', 'PER', '']"
1211,1211,LOCATION,en,Where is the Timan Pechora basin?,"['ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', 'PERSON', 'PERSON', '', '']"
1212,1212,LOCATION,nl,Noem een Japanse stad die door een aardbeving is getroffen.,"['VERB', 'DET', 'ADJ', 'NOUN', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'PUNCT']","['LOC', '', 'MISC', '', '', '', '', '', '', '', '']"
1213,1213,LOCATION,it,Nomina una città giapponese colpita da un terremoto.,"['VERB', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['LOC', '', '', '', '', '', '', '', '']"
1214,1214,LOCATION,es,Dar el nombre de una ciudad japonesa que haya sido castigada por un terremoto.,"['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1215,1215,LOCATION,en,Name a Japanese city hit by an earthquake.,"['VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', 'NORP', '', '', '', '', '', '']"
1216,1216,DATE,nl,Wanneer is Frank Rijkaard geboren?,"['CONJ', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'PUNCT']","['', '', 'PER', 'PER', '', '']"
1217,1217,DATE,it,Quando è nato Frank Rijkaard?,"['ADV', 'AUX', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', '']"
1218,1218,DATE,es,¿Cuándo nació Frank Rijkaard?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', 'PER', 'PER', '']"
1219,1219,DATE,en,When was Frank Rijkaard born?,"['ADV', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '']"
1220,1220,LOCATION,nl,Waar ligt Requena?,"['ADV', 'VERB', 'NOUN', 'PUNCT']","['', '', 'PER', '']"
1221,1221,LOCATION,it,Dove si trova Requena?,"['ADV', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['', '', '', 'LOC', '']"
1222,1222,LOCATION,es,¿Dónde está Requena?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['', 'LOC', '', 'LOC', '']"
1223,1223,LOCATION,en,Where is Requena?,"['ADV', 'VERB', 'PROPN', 'PUNCT']","['', '', 'ORG', '']"
